user_id,product_id,rating,timestamp
U0018,P0440,4.9,1779879850
U0212,P0112,3.6,1781282600
U0219,P0213,4.4,1776045351
U0214,P0088,5.0,1777710375
U0007,P0108,4.8,1782209120
U0080,P0038,5.0,1779955393
U0230,P0179,5.0,1778795098
U0233,P0111,5.0,1781561038
U0227,P0292,4.4,1777879030
U0078,P0128,3.9,1780683805
U0091,P0199,5.0,1776156555
U0094,P0482,4.2,1780689974
U0238,P0040,4.6,1777459697
U0025,P0208,4.2,1776465817
U0066,P0396,5.0,1779259426
U0119,P0466,5.0,1775961252
U0051,P0058,4.7,1781690457
U0299,P0003,3.9,1778971825
U0024,P0050,4.9,1782156249
U0149,P0430,5.0,1776523105
U0227,P0481,4.1,1780987311
U0265,P0424,4.7,1781882772
U0138,P0418,3.7,1779507143
U0198,P0271,3.9,1776479653
U0168,P0306,4.5,1776245054
U0248,P0040,3.4,1775993881
U0245,P0273,2.8,1778592863
U0062,P0053,4.8,1783425607
U0021,P0048,5.0,1776130079
U0203,P0123,4.4,1779404306
U0250,P0157,3.6,1779044287
U0047,P0421,5.0,1778837398
U0229,P0337,4.5,1780196640
U0226,P0016,5.0,1783389807
U0095,P0177,4.5,1783661640
U0266,P0432,5.0,1776561086
U0014,P0031,5.0,1782153755
U0153,P0129,4.2,1783638956
U0154,P0257,4.7,1779271656
U0057,P0239,4.7,1776795397
U0122,P0442,5.0,1777801727
U0257,P0281,4.9,1777401204
U0180,P0167,3.3,1783183284
U0037,P0046,4.8,1780820492
U0125,P0084,4.2,1782474084
U0250,P0283,4.9,1776598661
U0075,P0047,3.8,1780546117
U0049,P0000,4.5,1782002947
U0227,P0405,4.9,1781237732
U0041,P0330,5.0,1782187880
U0255,P0107,4.5,1781223902
U0160,P0244,4.8,1778153483
U0264,P0276,4.5,1780564638
U0219,P0273,3.9,1782552973
U0129,P0130,5.0,1776637185
U0210,P0050,5.0,1782227073
U0138,P0341,4.0,1776022409
U0160,P0129,4.7,1779650530
U0226,P0303,3.8,1780441577
U0098,P0326,5.0,1776163651
U0035,P0045,3.9,1782093684
U0077,P0346,3.5,1781857404
U0120,P0242,5.0,1778018499
U0268,P0214,4.7,1779023861
U0057,P0067,4.3,1778686696
U0054,P0416,5.0,1778948232
U0036,P0346,4.4,1780405186
U0065,P0170,5.0,1781107469
U0156,P0360,5.0,1783620226
U0191,P0043,3.2,1779938096
U0083,P0419,2.9,1778532327
U0145,P0492,5.0,1777196206
U0026,P0077,3.5,1776176206
U0275,P0329,4.8,1782007706
U0079,P0468,5.0,1777857613
U0003,P0279,5.0,1778138304
U0096,P0270,5.0,1781488992
U0000,P0329,5.0,1782341754
U0025,P0333,4.1,1780498128
U0110,P0226,5.0,1780547771
U0250,P0366,4.2,1783198980
U0191,P0219,4.5,1776434546
U0279,P0427,5.0,1783113933
U0148,P0445,5.0,1782020308
U0207,P0419,4.4,1780121553
U0134,P0412,5.0,1782605179
U0094,P0128,5.0,1780550635
U0154,P0146,5.0,1778310908
U0048,P0274,4.4,1780170171
U0240,P0273,3.2,1777009271
U0229,P0033,2.7,1779844195
U0024,P0380,4.9,1779720627
U0268,P0454,5.0,1782717190
U0009,P0023,4.2,1777427590
U0229,P0284,4.5,1783207435
U0025,P0265,5.0,1776066685
U0170,P0179,4.7,1778503375
U0210,P0014,5.0,1780775653
U0197,P0200,5.0,1783447838
U0105,P0169,4.9,1779844596
U0145,P0222,5.0,1778583887
U0234,P0455,3.7,1776131953
U0053,P0328,5.0,1782215519
U0260,P0349,4.2,1779004970
U0265,P0336,4.7,1777704600
U0010,P0165,4.5,1777659516
U0161,P0177,4.7,1780811954
U0101,P0077,4.2,1780951643
U0293,P0325,4.4,1780563419
U0275,P0419,5.0,1778044523
U0239,P0265,4.0,1780396359
U0117,P0426,4.1,1783077171
U0296,P0159,5.0,1780005887
U0115,P0245,3.5,1781771203
U0224,P0045,4.8,1782006479
U0297,P0207,5.0,1782296680
U0182,P0273,4.9,1776648791
U0239,P0499,5.0,1783408343
U0032,P0218,4.1,1780900226
U0111,P0341,5.0,1777718136
U0245,P0417,5.0,1778099223
U0277,P0283,4.1,1781936952
U0202,P0379,3.5,1779934939
U0201,P0148,3.2,1776682881
U0266,P0337,4.1,1778358916
U0109,P0283,3.2,1782655110
U0174,P0067,4.5,1779233431
U0026,P0312,5.0,1776906726
U0047,P0190,5.0,1782225565
U0049,P0343,5.0,1781576423
U0233,P0255,5.0,1776837651
U0018,P0060,5.0,1782569471
U0154,P0169,4.6,1778572145
U0017,P0152,5.0,1783043743
U0022,P0273,4.7,1780668790
U0138,P0340,4.1,1782592017
U0227,P0265,4.3,1778260449
U0254,P0188,5.0,1782587772
U0210,P0159,5.0,1779027918
U0010,P0376,4.4,1778587183
U0199,P0400,4.8,1779530856
U0135,P0489,3.5,1775932397
U0050,P0404,5.0,1781156101
U0135,P0105,4.1,1778379128
U0080,P0119,4.2,1781042240
U0102,P0489,5.0,1778089405
U0062,P0390,5.0,1783631400
U0035,P0099,5.0,1780671456
U0256,P0208,4.7,1783102118
U0033,P0276,4.1,1778475040
U0082,P0040,4.9,1782577458
U0263,P0254,4.3,1776231796
U0084,P0351,3.8,1779446168
U0110,P0407,3.7,1780014698
U0232,P0089,5.0,1783426834
U0046,P0445,4.5,1780413863
U0059,P0462,5.0,1780099633
U0108,P0084,5.0,1777329601
U0194,P0205,5.0,1780713642
U0222,P0368,5.0,1778497138
U0079,P0167,5.0,1777591850
U0003,P0260,4.5,1780162130
U0007,P0026,4.9,1779900722
U0210,P0277,5.0,1776932155
U0108,P0247,4.6,1777054512
U0148,P0210,5.0,1777038228
U0218,P0328,5.0,1780083434
U0174,P0084,3.4,1777619506
U0191,P0139,4.8,1778116900
U0247,P0307,5.0,1782754107
U0064,P0172,4.9,1778456843
U0274,P0394,4.2,1776624490
U0244,P0341,5.0,1781697035
U0134,P0196,3.8,1776488481
U0266,P0407,5.0,1783330266
U0235,P0199,4.8,1777438826
U0271,P0093,2.9,1783503547
U0269,P0359,5.0,1776874419
U0125,P0401,4.4,1777049820
U0208,P0327,4.6,1776437479
U0059,P0108,4.7,1778511506
U0173,P0099,5.0,1779156680
U0139,P0010,4.8,1779593176
U0089,P0129,3.3,1778745164
U0264,P0177,3.1,1782040379
U0227,P0476,5.0,1776388465
U0205,P0108,5.0,1779072285
U0178,P0120,5.0,1777972689
U0149,P0216,4.8,1780167616
U0155,P0139,4.7,1778403491
U0030,P0179,4.5,1781812735
U0297,P0052,5.0,1776207860
U0168,P0337,4.3,1777139012
U0050,P0365,5.0,1782201567
U0252,P0157,4.4,1776350934
U0241,P0050,5.0,1777649894
U0089,P0050,3.2,1775957348
U0037,P0062,4.4,1779676355
U0042,P0298,5.0,1776702280
U0286,P0396,5.0,1779163245
U0279,P0274,3.2,1777717778
U0186,P0062,4.1,1778199777
U0229,P0126,2.7,1778804844
U0165,P0417,4.4,1780508678
U0213,P0163,5.0,1779791786
U0270,P0447,5.0,1778609456
U0191,P0421,5.0,1777556187
U0288,P0387,5.0,1777717850
U0150,P0174,5.0,1782644179
U0228,P0179,3.4,1776264059
U0138,P0177,3.3,1777077043
U0179,P0045,5.0,1781149648
U0046,P0139,4.9,1781172967
U0151,P0440,4.7,1776473022
U0010,P0444,3.8,1776655284
U0223,P0351,5.0,1776086651
U0272,P0146,4.9,1780428658
U0205,P0084,5.0,1779696575
U0082,P0307,5.0,1775973924
U0132,P0379,5.0,1776332194
U0031,P0064,3.6,1780476517
U0129,P0049,4.8,1780558101
U0078,P0331,3.9,1781857662
U0061,P0263,4.8,1781394477
U0015,P0416,5.0,1776543267
U0284,P0427,5.0,1776284771
U0133,P0177,4.8,1777642540
U0157,P0053,4.4,1778455808
U0108,P0213,5.0,1776321299
U0146,P0062,3.7,1780479278
U0176,P0040,4.1,1778452126
U0192,P0433,5.0,1783642699
U0068,P0103,4.3,1782928760
U0121,P0157,5.0,1777983342
U0134,P0077,4.5,1782556603
U0287,P0399,5.0,1776701766
U0087,P0152,5.0,1783016486
U0066,P0016,5.0,1777757588
U0191,P0408,4.5,1778011714
U0108,P0121,4.9,1776236364
U0272,P0297,5.0,1783605759
U0139,P0157,5.0,1779599499
U0237,P0214,5.0,1777576945
U0026,P0413,4.7,1779044180
U0027,P0423,4.5,1781643172
U0000,P0287,5.0,1781034993
U0109,P0057,4.7,1776694512
U0213,P0164,5.0,1777570559
U0245,P0456,4.6,1776848429
U0095,P0240,4.2,1783110827
U0276,P0293,4.0,1777469371
U0252,P0335,5.0,1779044195
U0137,P0379,5.0,1782831380
U0232,P0290,4.7,1778261075
U0279,P0357,4.7,1780931763
U0129,P0288,5.0,1783020214
U0190,P0040,4.0,1780763354
U0252,P0067,3.3,1776011042
U0132,P0450,5.0,1779636356
U0214,P0466,4.8,1779114547
U0271,P0427,4.6,1780331971
U0064,P0272,4.0,1783340489
U0136,P0423,4.1,1778359408
U0071,P0150,4.1,1781760983
U0178,P0133,5.0,1776067552
U0108,P0026,3.8,1776883060
U0203,P0245,5.0,1781645214
U0156,P0427,4.6,1782439694
U0094,P0427,5.0,1779341726
U0252,P0045,4.3,1777286930
U0083,P0208,5.0,1779079684
U0069,P0088,3.8,1777762125
U0115,P0042,5.0,1781660117
U0165,P0185,4.3,1783243940
U0216,P0167,5.0,1783533528
U0284,P0120,5.0,1781187856
U0244,P0418,5.0,1780592836
U0009,P0157,3.8,1780049202
U0035,P0496,3.8,1783108836
U0076,P0430,4.8,1779938933
U0077,P0403,5.0,1782628625
U0063,P0412,4.7,1780957264
U0224,P0030,4.2,1779900762
U0040,P0228,5.0,1778237836
U0211,P0226,5.0,1777163247
U0077,P0264,4.7,1776850672
U0109,P0264,4.7,1776059562
U0193,P0469,5.0,1782543186
U0065,P0286,4.9,1779160321
U0088,P0093,5.0,1779400973
U0254,P0006,5.0,1778647923
U0297,P0054,3.7,1778523730
U0263,P0116,4.8,1777501062
U0097,P0050,5.0,1780399556
U0245,P0051,5.0,1780478235
U0172,P0129,5.0,1776237154
U0002,P0413,4.6,1781637430
U0083,P0483,4.5,1777474432
U0215,P0369,4.4,1779839949
U0173,P0180,4.6,1779629234
U0252,P0329,4.6,1780524339
U0107,P0049,5.0,1782486503
U0038,P0423,5.0,1777958927
U0159,P0397,5.0,1783363080
U0111,P0387,5.0,1777168696
U0136,P0060,5.0,1779315187
U0042,P0084,5.0,1779401273
U0191,P0174,5.0,1776540109
U0042,P0415,4.3,1778813872
U0148,P0208,4.6,1777513451
U0147,P0273,5.0,1776821355
U0148,P0129,5.0,1780995515
U0255,P0157,4.7,1775993281
U0258,P0383,5.0,1777884566
U0183,P0431,5.0,1782805340
U0298,P0040,5.0,1782581582
U0053,P0399,4.5,1778006343
U0143,P0076,5.0,1776176189
U0016,P0434,4.3,1778841560
U0069,P0005,3.7,1779288002
U0195,P0379,4.2,1781051986
U0214,P0084,4.8,1781596351
U0229,P0281,3.7,1776438619
U0298,P0341,3.8,1782100104
U0179,P0152,5.0,1783401813
U0235,P0060,5.0,1780001997
U0000,P0228,5.0,1783407057
U0214,P0359,4.0,1781647853
U0037,P0264,4.0,1781620346
U0130,P0412,4.6,1779583035
U0119,P0002,5.0,1781471368
U0037,P0494,4.5,1778734316
U0015,P0419,5.0,1782315962
U0298,P0208,4.4,1783704579
U0191,P0150,4.3,1779009592
U0281,P0114,5.0,1781092376
U0050,P0040,4.8,1779041786
U0043,P0274,3.7,1778161610
U0174,P0014,3.9,1777103930
U0260,P0231,5.0,1781399563
U0205,P0244,5.0,1780438057
U0194,P0307,4.0,1777352627
U0248,P0048,4.2,1777219627
U0220,P0481,5.0,1781732714
U0283,P0052,3.9,1781742664
U0234,P0145,4.6,1783550096
U0039,P0052,5.0,1782426510
U0044,P0452,4.6,1781428481
U0061,P0332,4.8,1782447732
U0083,P0018,4.9,1782737920
U0271,P0396,5.0,1778624819
U0288,P0270,4.2,1783672434
U0017,P0440,5.0,1778140095
U0294,P0170,5.0,1777189534
U0202,P0434,3.7,1778948843
U0100,P0019,3.3,1780992611
U0274,P0312,5.0,1780214717
U0238,P0073,5.0,1777978018
U0198,P0191,4.9,1782453026
U0038,P0241,5.0,1781358521
U0082,P0466,4.0,1781815178
U0028,P0159,5.0,1776158353
U0088,P0017,5.0,1781562881
U0199,P0268,2.9,1777058321
U0250,P0114,4.5,1782167383
U0054,P0447,5.0,1778377117
U0034,P0036,4.0,1782389253
U0222,P0184,5.0,1781381477
U0201,P0486,5.0,1780210023
U0109,P0245,5.0,1779607285
U0056,P0173,5.0,1777007359
U0258,P0114,4.4,1782166093
U0038,P0285,4.0,1777507463
U0296,P0376,5.0,1780514089
U0143,P0397,5.0,1778019313
U0051,P0015,4.7,1780302683
U0089,P0167,5.0,1781016841
U0292,P0121,4.1,1780198165
U0118,P0379,5.0,1777303788
U0059,P0179,4.2,1782272327
U0169,P0243,4.7,1779987138
U0160,P0379,4.8,1776004932
U0201,P0168,5.0,1777103504
U0280,P0481,5.0,1779713532
U0158,P0025,4.8,1778764772
U0135,P0487,5.0,1783123583
U0229,P0419,4.6,1781884399
U0253,P0114,4.3,1778259334
U0221,P0422,5.0,1780909711
U0067,P0110,4.5,1779651341
U0118,P0417,4.6,1782398212
U0004,P0359,3.2,1781972936
U0188,P0270,5.0,1776435319
U0121,P0196,5.0,1776598487
U0294,P0383,4.5,1780126176
U0163,P0180,4.4,1780565749
U0059,P0222,5.0,1781885015
U0032,P0346,4.1,1783112681
U0100,P0169,5.0,1780461245
U0030,P0054,4.4,1782577362
U0095,P0077,4.7,1778012610
U0252,P0142,4.7,1779695118
U0209,P0226,3.8,1779383155
U0156,P0145,4.4,1777707228
U0291,P0002,4.7,1780571305
U0201,P0283,4.8,1782160171
U0192,P0419,3.3,1781219013
U0020,P0297,5.0,1780220032
U0284,P0357,4.8,1779773044
U0274,P0463,5.0,1780637979
U0194,P0262,5.0,1781111964
U0268,P0122,5.0,1777643131
U0080,P0102,5.0,1777755196
U0005,P0146,5.0,1779101092
U0196,P0264,4.8,1777582389
U0270,P0468,5.0,1778484307
U0172,P0271,5.0,1781335029
U0244,P0142,5.0,1782919991
U0181,P0111,5.0,1779576742
U0144,P0260,4.9,1776606510
U0157,P0062,5.0,1782757403
U0268,P0054,4.4,1779346847
U0001,P0283,4.3,1783304709
U0233,P0483,5.0,1778787037
U0153,P0444,3.5,1781882053
U0160,P0174,4.3,1782240910
U0155,P0483,3.7,1777872392
U0255,P0282,5.0,1780350502
U0235,P0367,4.8,1781368772
U0215,P0359,5.0,1782850122
U0046,P0318,4.7,1783587933
U0209,P0026,3.5,1779906624
U0120,P0396,5.0,1778822611
U0003,P0129,5.0,1779867384
U0271,P0249,4.9,1783163678
U0293,P0122,4.6,1783079210
U0075,P0163,4.6,1776819387
U0226,P0399,3.9,1783053785
U0098,P0208,5.0,1778419027
U0167,P0285,5.0,1778524699
U0189,P0076,5.0,1783439478
U0023,P0363,4.6,1777643359
U0185,P0292,5.0,1778900443
U0145,P0462,5.0,1779597601
U0243,P0045,3.7,1781384488
U0042,P0499,4.6,1777859148
U0008,P0273,5.0,1783252414
U0199,P0273,5.0,1779512024
U0011,P0240,4.5,1779327241
U0295,P0312,5.0,1779721198
U0197,P0168,5.0,1778933357
U0056,P0119,5.0,1778607774
U0088,P0086,5.0,1779602847
U0271,P0334,5.0,1776952071
U0256,P0433,5.0,1781782718
U0050,P0463,4.8,1779798194
U0298,P0054,5.0,1778334985
U0235,P0160,4.5,1783278956
U0059,P0144,5.0,1779306587
U0087,P0168,3.9,1782733917
U0164,P0379,3.2,1777118990
U0240,P0160,4.0,1782555189
U0237,P0318,4.2,1779325906
U0250,P0046,4.5,1779011370
U0149,P0050,4.0,1782332373
U0165,P0447,4.2,1778481197
U0083,P0399,4.5,1781602909
U0003,P0351,5.0,1779143960
U0232,P0408,5.0,1781265689
U0015,P0382,5.0,1783241922
U0223,P0326,4.3,1779330244
U0102,P0254,4.1,1783337195
U0160,P0383,5.0,1780262045
U0045,P0343,5.0,1776711440
U0276,P0297,5.0,1778622548
U0279,P0073,5.0,1781371446
U0120,P0187,4.6,1782445249
U0089,P0017,5.0,1782052677
U0145,P0212,5.0,1782887331
U0107,P0214,5.0,1776834090
U0050,P0427,4.7,1778824315
U0090,P0395,5.0,1780861294
U0278,P0401,5.0,1779197668
U0017,P0490,5.0,1783570865
U0047,P0327,3.3,1780474351
U0257,P0297,4.2,1783689996
U0010,P0025,4.1,1779099312
U0264,P0195,3.6,1782758856
U0178,P0168,5.0,1776734460
U0210,P0359,5.0,1781200109
U0017,P0047,3.5,1777953110
U0269,P0440,3.6,1779373173
U0156,P0423,3.7,1776902446
U0267,P0300,2.4,1782393822
U0060,P0256,5.0,1779725139
U0147,P0271,5.0,1777168556
U0066,P0343,4.1,1783192410
U0034,P0239,5.0,1782665793
U0068,P0440,4.8,1779879212
U0097,P0000,5.0,1779364949
U0064,P0199,4.8,1782863398
U0221,P0187,4.2,1779626411
U0098,P0123,3.2,1780834670
U0104,P0185,5.0,1777405211
U0216,P0150,4.8,1783447482
U0139,P0108,4.1,1779896081
U0055,P0257,4.8,1778968726
U0161,P0034,3.9,1778070162
U0066,P0053,3.8,1779712301
U0059,P0184,4.9,1777690951
U0243,P0103,4.6,1778773729
U0020,P0182,4.3,1782046753
U0285,P0089,5.0,1783126848
U0065,P0442,3.6,1778978356
U0290,P0461,4.1,1782460483
U0218,P0213,5.0,1779800852
U0106,P0034,5.0,1783668165
U0297,P0400,5.0,1778611187
U0235,P0417,5.0,1776508270
U0280,P0142,4.2,1781136975
U0227,P0157,4.7,1776235860
U0096,P0469,3.6,1778492174
U0131,P0299,5.0,1782459986
U0157,P0274,5.0,1777728061
U0211,P0259,4.8,1780263808
U0082,P0430,4.8,1776433032
U0135,P0423,5.0,1780830650
U0204,P0227,5.0,1779867651
U0203,P0484,3.5,1782528445
U0102,P0119,5.0,1781756682
U0229,P0327,4.2,1781994351
U0160,P0224,5.0,1779225511
U0019,P0481,5.0,1777747220
U0092,P0245,5.0,1776195869
U0152,P0334,4.1,1775979436
U0233,P0246,5.0,1778174204
U0061,P0050,4.6,1775947841
U0126,P0077,3.9,1783658673
U0016,P0288,5.0,1779195527
U0254,P0184,3.4,1776209934
U0058,P0331,4.1,1783269004
U0152,P0319,5.0,1775966128
U0108,P0244,5.0,1781619686
U0265,P0160,3.9,1776398612
U0067,P0398,4.6,1781066524
U0045,P0328,4.5,1783405583
U0212,P0009,4.8,1776451232
U0111,P0340,4.5,1781357569
U0024,P0006,5.0,1778285471
U0001,P0284,5.0,1777809201
U0091,P0498,5.0,1780326585
U0296,P0317,5.0,1783040809
U0183,P0139,5.0,1782873968
U0265,P0488,5.0,1782741332
U0050,P0295,5.0,1777549629
U0261,P0016,5.0,1780245895
U0109,P0174,5.0,1778039948
U0144,P0448,4.6,1779589426
U0110,P0396,3.7,1782404623
U0253,P0288,5.0,1777651430
U0239,P0463,5.0,1780010279
U0013,P0300,3.9,1781788351
U0203,P0322,4.0,1780364459
U0007,P0275,5.0,1782653234
U0111,P0218,4.5,1777127475
U0115,P0012,5.0,1783304930
U0246,P0430,5.0,1779726433
U0296,P0049,5.0,1777054300
U0104,P0379,4.4,1783180847
U0078,P0239,5.0,1777132818
U0079,P0129,4.6,1776561844
U0043,P0499,5.0,1780825770
U0223,P0297,5.0,1780485627
U0269,P0494,4.8,1780466541
U0214,P0492,4.6,1779042658
U0227,P0415,5.0,1777057120
U0132,P0045,5.0,1776557723
U0197,P0081,4.1,1781928048
U0025,P0358,5.0,1779537343
U0002,P0240,5.0,1776716052
U0252,P0188,5.0,1780086357
U0142,P0219,5.0,1779731789
U0047,P0111,3.5,1781066805
U0204,P0354,5.0,1779963085
U0238,P0120,5.0,1782373264
U0011,P0121,4.1,1777414892
U0232,P0264,4.9,1781198133
U0242,P0168,5.0,1783190721
U0056,P0012,5.0,1780344712
U0175,P0482,4.5,1777953902
U0217,P0101,4.6,1779889077
U0102,P0290,4.8,1779743232
U0118,P0298,5.0,1782389618
U0119,P0496,3.7,1779950400
U0008,P0307,4.9,1779895568
U0253,P0351,4.1,1781248146
U0055,P0328,5.0,1783530588
U0271,P0006,4.7,1781624218
U0121,P0405,5.0,1780098697
U0175,P0145,5.0,1778194028
U0099,P0379,5.0,1782908086
U0092,P0205,4.0,1781800296
U0170,P0363,4.2,1776563669
U0163,P0257,4.7,1778528632
U0296,P0222,5.0,1781119638
U0138,P0048,5.0,1778620516
U0126,P0208,5.0,1781256260
U0023,P0376,5.0,1778197642
U0249,P0400,4.3,1779288736
U0229,P0245,4.4,1778322602
U0236,P0392,4.5,1777844524
U0048,P0212,5.0,1776450870
U0018,P0416,3.5,1780730808
U0030,P0005,5.0,1776384962
U0066,P0084,3.4,1782769946
U0023,P0190,4.7,1776241533
U0002,P0170,5.0,1776672395
U0243,P0458,4.8,1781038605
U0012,P0327,4.8,1776825899
U0249,P0121,4.1,1782128925
U0199,P0140,5.0,1777573459
U0047,P0174,5.0,1780039107
U0001,P0383,3.8,1778084237
U0141,P0177,4.4,1776496730
U0118,P0177,3.6,1777053415
U0188,P0166,4.0,1780451863
U0090,P0257,5.0,1777174292
U0012,P0076,5.0,1783502409
U0265,P0088,4.5,1779504641
U0025,P0126,4.4,1781033237
U0239,P0045,3.6,1781133834
U0155,P0045,2.5,1781454126
U0036,P0038,4.5,1778208471
U0186,P0399,5.0,1782781173
U0051,P0158,5.0,1782054210
U0284,P0273,3.4,1780112444
U0193,P0260,4.6,1780487762
U0004,P0431,4.4,1777341957
U0068,P0318,4.2,1782860382
U0015,P0499,4.0,1778102326
U0191,P0203,5.0,1780581134
U0226,P0188,5.0,1776842561
U0137,P0062,5.0,1778545966
U0005,P0245,5.0,1777688385
U0293,P0038,5.0,1778649435
U0239,P0372,4.8,1776186572
U0042,P0421,5.0,1782219283
U0041,P0054,4.8,1781553637
U0148,P0169,4.6,1776004053
U0078,P0499,3.9,1782071312
U0035,P0071,4.2,1781413694
U0208,P0067,3.7,1778878757
U0149,P0009,5.0,1777953075
U0251,P0098,5.0,1783660222
U0038,P0354,5.0,1779115652
U0068,P0430,5.0,1779980702
U0170,P0160,3.7,1776321429
U0117,P0427,4.2,1782688594
U0258,P0482,5.0,1780592275
U0257,P0365,5.0,1782694133
U0091,P0469,4.5,1776766218
U0259,P0396,5.0,1783225706
U0062,P0105,4.7,1777498593
U0030,P0297,4.7,1778565687
U0128,P0357,3.0,1778211706
U0253,P0158,4.7,1776526277
U0211,P0204,4.8,1780655422
U0017,P0433,3.5,1783149404
U0051,P0157,5.0,1782644305
U0209,P0095,5.0,1777386327
U0099,P0018,5.0,1779928662
U0295,P0170,5.0,1779956174
U0183,P0255,4.8,1779697169
U0245,P0181,5.0,1777440508
U0251,P0213,5.0,1782884890
U0058,P0256,4.9,1782707586
U0179,P0285,5.0,1782794493
U0259,P0375,5.0,1781452771
U0277,P0146,3.6,1780355469
U0261,P0077,4.8,1776840049
U0104,P0284,5.0,1778201745
U0181,P0461,4.1,1780870300
U0151,P0240,5.0,1778584875
U0060,P0121,5.0,1782743340
U0206,P0067,2.9,1778421311
U0282,P0330,5.0,1779901726
U0282,P0288,4.4,1776731635
U0128,P0199,5.0,1780220941
U0159,P0144,4.4,1781768550
U0023,P0262,5.0,1776947297
U0035,P0170,4.9,1781206215
U0145,P0327,2.5,1780045886
U0070,P0016,5.0,1779612908
U0219,P0285,5.0,1780626863
U0006,P0226,5.0,1779652642
U0101,P0468,5.0,1778724137
