product_id,name,category,brand,price,avg_rating,popularity,tags
P0129,ToyTinker Toys #129,Toys,ToyTinker,23.85,4.9,0.6540328045192876,educational|eco-friendly|battery-operated|colorful
P0130,IronWill Sports #130,Sports,IronWill,78.74,3.8,0.02178313617907601,grip|waterproof
P0131,ProStride Sports #131,Sports,ProStride,34.35,3.3,0.012204814601261542,lightweight|waterproof
P0132,ElectroMax Electronics #132,Electronics,ElectroMax,250.0,3.9,0.01028052936825308,smart|wireless|fast-charging|bluetooth
P0133,ProStride Sports #133,Sports,ProStride,46.77,4.1,0.14022568917056497,waterproof|durable|breathable|grip
P0134,FreshCart Grocery #134,Grocery,FreshCart,13.16,4.0,0.05873510404496314,low-sugar|organic
P0135,BookHive Books #135,Books,BookHive,28.58,4.7,0.0532205326297053,hardcover|fiction|self-help
P0136,PlayPioneer Toys #136,Toys,PlayPioneer,45.14,3.8,0.10464256060769592,eco-friendly|battery-operated|non-toxic
P0137,ElectroMax Electronics #137,Electronics,ElectroMax,147.13,4.2,0.014059082008431166,fast-charging|portable|smart
P0138,Inkwell Books #138,Books,Inkwell,41.32,3.4,0.01858561181778419,hardcover|fiction|self-help
P0139,LushAura Beauty #139,Beauty,LushAura,24.07,4.3,0.3270910057817955,hydrating|paraben-free|vegan
P0140,TuneTech Music #140,Music,TuneTech,121.94,4.0,0.2787475765663605,bass-boost|bluetooth
P0141,PurePan Home & Kitchen #141,Home & Kitchen,PurePan,91.51,3.6,0.10892679419552159,durable|non-stick|compact|eco-friendly
P0142,PurePan Home & Kitchen #142,Home & Kitchen,PurePan,58.69,3.9,0.3217729741258588,non-stick|rust-free|eco-friendly|compact
P0143,PureSkin Beauty #143,Beauty,PureSkin,37.97,3.9,0.01042795245328207,anti-aging|organic|vegan
P0144,AudioArc Music #144,Music,AudioArc,91.91,3.8,0.10617134031777213,portable|bluetooth|noise-cancelling|bass-boost
P0145,DriveDyn Automotive #145,Automotive,DriveDyn,122.1,5.0,0.15018976754790783,heavy-duty|rust-proof|easy-install|universal
P0146,ElectroMax Electronics #146,Electronics,ElectroMax,395.3,3.9,0.2434291575415285,bluetooth|smart
P0147,CozyNest Home & Kitchen #147,Home & Kitchen,CozyNest,47.55,3.9,0.11295640072122946,durable|rust-free|compact|eco-friendly
P0148,CarCore Automotive #148,Automotive,CarCore,44.89,2.7,0.11059439851987592,universal|weatherproof|rust-proof
P0149,PixelPro Electronics #149,Electronics,PixelPro,447.55,3.5,0.045288188454473785,smart|wireless
P0150,DriveDyn Automotive #150,Automotive,DriveDyn,536.62,3.8,0.14448785579979645,universal|heavy-duty|easy-install|rust-proof
P0151,CozyNest Home & Kitchen #151,Home & Kitchen,CozyNest,65.33,3.6,0.01779305845242257,durable|compact|eco-friendly|non-stick
P0152,SoundScape Music #152,Music,SoundScape,45.56,4.8,0.2563630344528037,noise-cancelling|portable|bluetooth|bass-boost
P0153,PurePan Home & Kitchen #153,Home & Kitchen,PurePan,68.5,3.9,0.08916275634831454,non-stick|durable|rust-free
P0154,Beautea Beauty #154,Beauty,Beautea,26.0,4.8,0.015031540547823685,organic|hydrating
P0155,FunForge Toys #155,Toys,FunForge,36.38,4.0,0.046971563849868704,colorful|non-toxic|battery-operated|educational
P0156,ClassyCot Fashion #156,Fashion,ClassyCot,28.66,4.0,0.08191943512485667,premium|trendy|casual
P0157,IronWill Sports #157,Sports,IronWill,93.53,3.9,0.4605775416359147,waterproof|breathable|grip|durable
P0158,FitForge Sports #158,Sports,FitForge,90.99,4.0,0.14808008996432837,grip|lightweight
P0159,PureBite Grocery #159,Grocery,PureBite,11.84,5.0,0.2062302111455272,gluten-free|natural
P0160,SoundScape Music #160,Music,SoundScape,170.22,2.6,0.607854463374979,wireless|bluetooth
P0161,FunForge Toys #161,Toys,FunForge,111.63,2.8,0.17996359969152656,non-toxic|eco-friendly|colorful|battery-operated
P0162,GlowLab Beauty #162,Beauty,GlowLab,32.69,3.7,0.009974187049498054,paraben-free|organic|hydrating|vegan
P0163,GlowLab Beauty #163,Beauty,GlowLab,25.34,4.0,0.16277732765202738,hydrating|anti-aging
P0164,Beautea Beauty #164,Beauty,Beautea,27.94,4.4,0.1950257542182442,paraben-free|anti-aging
P0165,MotoMate Automotive #165,Automotive,MotoMate,204.03,4.3,0.049584841212238814,universal|weatherproof|easy-install
P0166,BookHive Books #166,Books,BookHive,8.42,3.8,0.023254047584322642,fiction|educational
P0167,ClassyCot Fashion #167,Fashion,ClassyCot,54.28,4.6,0.10701255447811428,cotton|trendy
P0168,Inkwell Books #168,Books,Inkwell,16.45,4.6,0.817278227943242,bestseller|educational
P0169,TechNova Electronics #169,Electronics,TechNova,503.83,4.1,0.2013413876592138,wireless|portable
P0170,ClassyCot Fashion #170,Fashion,ClassyCot,45.83,4.6,0.26900209009902354,premium|trendy|slim-fit
P0171,VoltCore Electronics #171,Electronics,VoltCore,460.48,4.2,0.19433281020045481,fast-charging|bluetooth|portable|wireless
P0172,EcoGrain Grocery #172,Grocery,EcoGrain,14.4,3.7,0.055760986671842414,low-sugar|vegan|organic|gluten-free
P0173,FreshCart Grocery #173,Grocery,FreshCart,33.53,4.4,0.12582239113729618,organic|gluten-free|low-sugar|natural
P0174,FunForge Toys #174,Toys,FunForge,46.93,4.1,0.38499356572088445,colorful|non-toxic
P0175,Beautea Beauty #175,Beauty,Beautea,19.43,4.0,0.04712808075918329,anti-aging|paraben-free|organic|hydrating
P0176,EcoGrain Grocery #176,Grocery,EcoGrain,27.32,4.9,0.00743579959292145,low-sugar|natural
P0177,VogueLine Fashion #177,Fashion,VogueLine,91.68,2.5,1.0,casual|slim-fit
P0178,TuneTech Music #178,Music,TuneTech,102.06,3.1,0.06563872344207557,portable|wireless|noise-cancelling|bluetooth
P0179,FlexFit Sports #179,Sports,FlexFit,30.04,3.3,0.6085508264092578,breathable|grip|durable
P0180,TuneTech Music #180,Music,TuneTech,118.95,3.8,0.1176841754974554,bass-boost|wireless|noise-cancelling
P0181,VogueLine Fashion #181,Fashion,VogueLine,31.84,3.8,0.1084278776101592,cotton|slim-fit|casual|premium
P0182,LushAura Beauty #182,Beauty,LushAura,25.28,3.1,0.13886325929999924,vegan|hydrating
P0183,KidoCraft Toys #183,Toys,KidoCraft,38.4,3.4,0.11362290088321275,colorful|eco-friendly|battery-operated|non-toxic
P0184,GlowLab Beauty #184,Beauty,GlowLab,12.79,3.5,0.43161457201944614,vegan|organic
P0185,LushAura Beauty #185,Beauty,LushAura,13.37,5.0,0.07115741851716874,vegan|anti-aging
P0186,Threadly Fashion #186,Fashion,Threadly,63.63,5.0,0.021700475225079133,trendy|casual|premium
P0187,BookHive Books #187,Books,BookHive,15.4,3.8,0.2569465564310219,fiction|educational|self-help|bestseller
P0188,KitchenKraft Home & Kitchen #188,Home & Kitchen,KitchenKraft,22.19,3.8,0.150919838205696,eco-friendly|rust-free|compact|non-stick
P0189,Inkwell Books #189,Books,Inkwell,29.61,3.3,0.004668892438019312,fiction|hardcover|self-help
P0190,KidoCraft Toys #190,Toys,KidoCraft,45.84,2.9,0.149808977160332,eco-friendly|educational
P0191,KidoCraft Toys #191,Toys,KidoCraft,27.99,3.9,0.21887446655841267,battery-operated|colorful|eco-friendly|educational
P0192,KidoCraft Toys #192,Toys,KidoCraft,20.71,3.4,0.05007943738231049,educational|battery-operated|non-toxic|colorful
P0193,Inkwell Books #193,Books,Inkwell,30.38,3.9,0.06947635131844157,educational|hardcover
P0194,SoundScape Music #194,Music,SoundScape,142.9,3.0,0.01697393946807115,portable|bass-boost|bluetooth
P0195,ElectroMax Electronics #195,Electronics,ElectroMax,658.27,3.5,0.0449127311084913,bluetooth|portable|fast-charging
P0196,BookHive Books #196,Books,BookHive,24.68,4.1,0.1484493750590744,fiction|educational|self-help
P0197,UrbanWeave Fashion #197,Fashion,UrbanWeave,60.7,4.2,0.004113839113085464,cotton|slim-fit|trendy|casual
P0198,PagePress Books #198,Books,PagePress,18.4,4.3,0.19675715000599645,bestseller|fiction|hardcover|educational
P0199,SoundScape Music #199,Music,SoundScape,180.53,3.2,0.38209500191310286,bass-boost|noise-cancelling|bluetooth|wireless
P0200,BookHive Books #200,Books,BookHive,27.34,4.5,0.01529791133262443,hardcover|fiction
P0201,TuneTech Music #201,Music,TuneTech,224.38,3.5,0.07651613131431996,bluetooth|portable|noise-cancelling|bass-boost
P0202,GlowLab Beauty #202,Beauty,GlowLab,23.12,4.4,0.031050708292469593,vegan|anti-aging
P0203,PlayPioneer Toys #203,Toys,PlayPioneer,32.17,4.0,0.08719618084491929,colorful|battery-operated|educational
P0204,GlowLab Beauty #204,Beauty,GlowLab,23.61,3.2,0.20842690018073656,hydrating|organic
P0205,CozyNest Home & Kitchen #205,Home & Kitchen,CozyNest,118.8,3.8,0.14047096491746347,eco-friendly|rust-free
P0206,FreshCart Grocery #206,Grocery,FreshCart,52.88,4.2,0.06892594304537188,low-sugar|organic|vegan
P0207,TuneTech Music #207,Music,TuneTech,95.4,4.4,0.027993670932598778,noise-cancelling|portable
P0208,KitchenKraft Home & Kitchen #208,Home & Kitchen,KitchenKraft,64.69,3.9,0.5302632241238704,eco-friendly|compact|durable
P0209,PureBite Grocery #209,Grocery,PureBite,29.25,4.9,0.040379035289482744,low-sugar|gluten-free|vegan|organic
P0210,CozyNest Home & Kitchen #210,Home & Kitchen,CozyNest,70.75,4.6,0.04763943714390836,rust-free|non-stick|eco-friendly
P0211,EcoGrain Grocery #211,Grocery,EcoGrain,40.24,3.8,0.0006780970451799145,vegan|gluten-free|low-sugar|natural
P0212,EcoGrain Grocery #212,Grocery,EcoGrain,8.11,4.5,0.5846371399252805,low-sugar|gluten-free
P0213,LushAura Beauty #213,Beauty,LushAura,19.84,5.0,0.19980895791127873,paraben-free|vegan
P0214,HarvestHue Grocery #214,Grocery,HarvestHue,16.91,5.0,0.2616586034624375,gluten-free|natural
P0215,PurePan Home & Kitchen #215,Home & Kitchen,PurePan,25.07,3.3,0.25452994773985677,eco-friendly|compact|durable|rust-free
P0216,VoltCore Electronics #216,Electronics,VoltCore,123.53,3.4,0.07004651522533666,wireless|bluetooth
P0217,ElectroMax Electronics #217,Electronics,ElectroMax,126.56,4.9,0.0775632484326612,bluetooth|wireless|fast-charging
P0218,GlowLab Beauty #218,Beauty,GlowLab,27.13,3.4,0.22046812833668666,paraben-free|organic|vegan|hydrating
P0219,TuneTech Music #219,Music,TuneTech,209.34,3.2,0.16879587518056802,bluetooth|wireless|noise-cancelling
P0220,VogueLine Fashion #220,Fashion,VogueLine,44.23,3.7,0.010997283246046586,casual|cotton|premium
P0221,LushAura Beauty #221,Beauty,LushAura,17.92,4.3,0.09063664728181559,organic|hydrating|vegan
P0222,HarvestHue Grocery #222,Grocery,HarvestHue,24.3,3.9,0.42942236366813236,gluten-free|organic|natural|low-sugar
P0223,HomeHue Home & Kitchen #223,Home & Kitchen,HomeHue,135.18,3.6,0.12149050367346999,non-stick|rust-free|durable
P0224,HarvestHue Grocery #224,Grocery,HarvestHue,15.35,3.6,0.13272076094476698,gluten-free|organic
P0225,PagePress Books #225,Books,PagePress,12.69,3.6,0.04027184855838513,fiction|educational|hardcover
P0226,MotoMate Automotive #226,Automotive,MotoMate,198.33,3.5,0.5289515837908702,rust-proof|heavy-duty
P0227,FitForge Sports #227,Sports,FitForge,62.66,5.0,0.32140786418181344,waterproof|grip
P0228,ProStride Sports #228,Sports,ProStride,96.76,4.2,0.09409028884645314,durable|waterproof
P0229,UrbanWeave Fashion #229,Fashion,UrbanWeave,49.66,4.5,0.0579710530264408,cotton|casual|slim-fit
P0230,Beautea Beauty #230,Beauty,Beautea,42.61,3.7,0.04267411908308444,hydrating|vegan|anti-aging|organic
P0231,DriveDyn Automotive #231,Automotive,DriveDyn,89.4,3.9,0.06916115847007581,easy-install|rust-proof
P0232,PixelPro Electronics #232,Electronics,PixelPro,198.8,3.6,0.021894800770441838,bluetooth|wireless
P0233,HarvestHue Grocery #233,Grocery,HarvestHue,22.5,2.5,0.03692722628992909,natural|low-sugar|organic
P0234,GlowLab Beauty #234,Beauty,GlowLab,16.33,3.2,0.006548903978944203,organic|paraben-free
P0235,EcoGrain Grocery #235,Grocery,EcoGrain,11.44,2.9,0.25899079898833643,low-sugar|organic|vegan
P0236,FunForge Toys #236,Toys,FunForge,56.36,2.7,0.011533904305367288,educational|non-toxic
P0237,PureSkin Beauty #237,Beauty,PureSkin,25.17,3.3,0.006983606241990884,anti-aging|paraben-free
P0238,BookHive Books #238,Books,BookHive,12.0,4.8,0.25624127323221463,self-help|fiction
P0239,KidoCraft Toys #239,Toys,KidoCraft,38.12,4.0,0.10211994478685961,colorful|battery-operated
P0240,ClassyCot Fashion #240,Fashion,ClassyCot,87.89,4.8,0.1698758363675995,cotton|casual|slim-fit
P0241,FlexFit Sports #241,Sports,FlexFit,22.38,4.2,0.2282567615688902,grip|durable|waterproof|lightweight
P0242,VoltCore Electronics #242,Electronics,VoltCore,94.63,4.5,0.09003615542425032,portable|bluetooth|wireless
P0243,ToyTinker Toys #243,Toys,ToyTinker,25.21,3.5,0.17707049633970168,educational|colorful|battery-operated
